"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-01",,"59","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-02",,"71","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-03",,"73","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-04",,"74","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-05",,"62","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-06",,"56","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-07",,"55","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-08",,"56","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-09",,"64","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-10",,"71","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-11",,"65","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-12",,"62","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-13",,"61","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-14",,"52","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-15",,"54","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-16",,"54","42"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-17",,"55","44"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-18",,"55","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-19",,"59","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-20",,"64","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-21",,"63","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-22",,"67","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-23",,"55","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-24",,"57","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-25",,"55","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-26",,"57","43"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-27",,"56","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-28",,"57","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-29",,"58","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-30",,"60","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-31",,"62","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-01",,"57","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-02",,"60","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-03",,"58","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-04",,"55","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-05",,"53","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-06",,"51","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-07",,"61","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-08",,"58","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-09",,"61","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-10",,"61","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-11",,"56","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-12",,"62","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-13",,"63","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-14",,"76","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-15",,"69","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-16",,"57","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-17",,"59","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-18",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-19",,"62","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-20",,"59","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-21",,"63","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-22",,"68","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-23",,"69","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-24",,"74","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-25",,"71","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-26",,"59","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-27",,"67","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-28",,"71","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-29",,"61","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-30",,"63","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-01",,"65","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-02",,"65","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-03",,"62","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-04",,"68","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-05",,"63","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-06",,"71","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-07",,"76","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-08",,"76","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-09",,"60","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-10",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-11",,"68","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-12",,"62","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-13",,"64","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-14",,"61","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-15",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-16",,"69","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-17",,"69","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-18",,"63","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-19",,"63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-20",,"65","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-21",,"67","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-22",,"66","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-23",,"70","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-24",,"72","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-25",,"81","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-26",,"81","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-27",,"72","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-28",,"62","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-29",,"66","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-30",,"69","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-31",,"62","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-01",,"66","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-02",,"78","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-03",,"82","58"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-04",,"72","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-05",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-06",,"63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-07",,"61","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-08",,"70","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-09",,"75","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-10",,"72","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-11",,"69","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-12",,"63","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-13",,"65","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-14",,"64","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-15",,"66","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-16",,"66","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-17",,"77","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-18",,"82","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-19",,"64","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-20",,"63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-21",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-22",,"66","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-23",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-24",,"67","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-25",,"64","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-26",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-27",,"61","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-28",,"63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-29",,"68","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-06-30",,"73","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-01",,"67","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-02",,"67","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-03",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-04",,"71","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-05",,"70","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-06",,"66","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-07",,"67","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-08",,"69","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-09",,"72","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-10",,"68","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-11",,"71","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-12",,"71","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-13",,"61","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-14",,"67","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-15",,"66","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-16",,"64","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-17",,"66","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-18",,"67","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-19",,"65","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-20",,"61","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-21",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-22",,"69","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-23",,"66","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-24",,"61","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-25",,"68","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-26",,"65","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-27",,"64","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-28",,"62","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-29",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-30",,"63","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-07-31",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-01",,"65","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-02",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-03",,"73","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-04",,"63","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-05",,"63","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-06",,"70","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-07",,"67","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-08",,"68","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-09",,"65","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-10",,"64","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-11",,"67","58"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-12",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-13",,"83","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-14",,"95","62"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-15",,"86","64"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-16",,"81","62"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-17",,"81","62"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-18",,"77","61"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-19",,"77","60"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-20",,"72","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-21",,"75","58"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-22",,"74","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-23",,"68","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-24",,"68","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-25",,"67","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-26",,"59","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-27",,"64","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-28",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-08-29",,"63","55"
